Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
48768,-6.6553329,106.8580331,482.7,3.199,3.26,1573087303068000,242,3
48827,-6.6553331,106.858035,482.713,3.285,3.2,1573087303127000,242,3
48885,-6.6553333,106.8580365,482.744,3.217,3.29,1573087303185000,242,3
48943,-6.655334,106.8580396,482.772,3.038,3.22,1573087303243000,242,3
49001,-6.6553344,106.8580414,482.753,3.217,3.04,1573087303301000,242,3
49060,-6.6553348,106.8580429,482.83,3.149,3.22,1573087303360000,250,3
49118,-6.6553351,106.8580445,482.787,3.128,3.15,1573087303418000,250,3
49176,-6.6553353,106.858046,482.775,3.151,3.13,1573087303476000,250,3
49234,-6.6553354,106.8580477,482.772,3.187,3.15,1573087303534000,250,3
49292,-6.6553357,106.8580492,482.797,3.189,3.19,1573087303592000,250,3
49351,-6.6553361,106.8580505,482.974,3.036,3.19,1573087303651000,250,3
49409,-6.6553364,106.8580522,482.903,3.229,3.04,1573087303709000,250,3
49467,-6.6553366,106.8580537,482.864,3.121,3.23,1573087303767000,250,3
49525,-6.6553368,106.8580552,482.826,3.039,3.12,1573087303825000,250,3
49584,-6.655337,106.8580567,482.78,3.051,3.04,1573087303884000,250,3
49642,-6.6553371,106.8580584,482.802,3.163,3.05,1573087303942000,250,3
49700,-6.6553374,106.8580599,482.844,3.121,3.16,1573087304000000,250,3
49758,-6.6553374,106.8580614,482.85,3.07,3.12,1573087304058000,250,3
49817,-6.6553378,106.8580627,482.866,2.965,3.07,1573087304117000,250,3
49875,-6.6553381,106.8580643,482.858,3.055,2.97,1573087304175000,250,3
49933,-6.6553384,106.8580671,482.878,2.851,3.06,1573087304233000,250,3
49991,-6.6553386,106.8580685,482.916,2.869,2.85,1573087304291000,250,3
50050,-6.6553386,106.8580699,482.982,2.871,2.87,1573087304350000,190,3
50104,-6.6553387,106.8580713,483.005,2.82,2.87,1573087304404000,190,3
50159,-6.6553389,106.8580729,482.994,2.919,2.82,1573087304459000,190,3
50214,-6.6553392,106.8580743,483.012,2.906,2.92,1573087304514000,190,3
50269,-6.6553393,106.8580757,482.959,2.888,2.91,1573087304569000,190,3
50324,-6.6553395,106.8580772,482.958,2.898,2.89,1573087304624000,190,3
50379,-6.6553399,106.8580784,482.932,2.825,2.9,1573087304679000,190,3
50434,-6.6553401,106.85808,482.884,2.935,2.83,1573087304734000,190,3
50489,-6.6553404,106.8580815,482.872,2.967,2.94,1573087304789000,190,3
50544,-6.6553405,106.8580829,482.925,2.91,2.97,1573087304844000,190,3
50599,-6.6553407,106.8580844,482.949,2.959,2.91,1573087304899000,190,3
50655,-6.6553413,106.8580857,483.052,2.967,2.96,1573087304955000,190,3
50709,-6.6553418,106.858087,483.13,2.903,2.97,1573087305009000,190,3
50764,-6.6553418,106.8580885,483.11,2.86,2.91,1573087305064000,190,3
50819,-6.655342,106.8580898,483.041,2.817,2.87,1573087305119000,190,3
50875,-6.6553424,106.858091,482.981,2.68,2.82,1573087305175000,190,3
50929,-6.6553427,106.8580924,482.852,2.716,2.68,1573087305229000,190,3
50984,-6.6553429,106.8580938,482.72,2.698,2.72,1573087305284000,190,3
51039,-6.6553429,106.8580953,482.576,2.733,2.7,1573087305339000,190,3
51095,-6.6553431,106.8580968,482.517,2.834,2.73,1573087305395000,211,3
51153,-6.6553436,106.858098,482.579,2.785,2.83,1573087305453000,211,3
51211,-6.6553438,106.8580994,482.566,2.797,2.79,1573087305511000,211,3
51269,-6.655344,106.8581007,482.554,2.776,2.8,1573087305569000,211,3
51327,-6.6553443,106.8581021,482.527,2.768,2.78,1573087305627000,211,3
51386,-6.6553445,106.8581034,482.486,2.733,2.77,1573087305686000,211,3
51444,-6.6553448,106.8581047,482.427,2.715,2.73,1573087305744000,211,3
51502,-6.6553449,106.8581062,482.356,2.766,2.71,1573087305802000,211,3
51560,-6.6553452,106.8581077,482.334,2.822,2.77,1573087305860000,211,3
51619,-6.6553455,106.8581092,482.437,2.922,2.82,1573087305919000,211,3
51677,-6.6553459,106.8581106,482.231,2.913,2.92,1573087305977000,211,3
51735,-6.6553465,106.8581119,482.063,2.92,2.91,1573087306035000,211,3
51793,-6.6553468,106.8581134,481.743,2.918,2.92,1573087306093000,211,3
51852,-6.6553473,106.8581146,481.673,2.884,2.92,1573087306152000,211,3
51910,-6.6553482,106.8581174,481.712,3.041,2.89,1573087306210000,211,3
51968,-6.6553487,106.8581185,481.626,2.837,3.04,1573087306268000,211,3
52026,-6.6553491,106.8581199,481.556,2.829,2.84,1573087306326000,211,3
52085,-6.6553493,106.8581214,481.544,2.94,2.83,1573087306385000,211,3
52140,-6.6553496,106.8581228,481.581,2.923,2.94,1573087306440000,211,3
52195,-6.65535,106.8581242,481.505,2.953,2.92,1573087306495000,211,3
52250,-6.6553501,106.8581256,481.475,2.911,2.96,1573087306550000,211,3
52305,-6.6553505,106.8581268,481.506,2.821,2.91,1573087306605000,211,3
52360,-6.6553509,106.858128,481.407,2.738,2.82,1573087306660000,211,3
52415,-6.6553514,106.8581292,481.381,2.753,2.74,1573087306715000,211,3
52470,-6.6553516,106.8581306,481.309,2.813,2.75,1573087306770000,211,3
52525,-6.655352,106.8581321,481.165,2.884,2.81,1573087306825000,211,3
52580,-6.6553521,106.8581334,481.162,2.805,2.89,1573087306880000,211,3
52635,-6.6553523,106.8581349,481.17,2.841,2.81,1573087306935000,211,3
52690,-6.6553526,106.858136,481.273,2.707,2.84,1573087306990000,211,3
52745,-6.6553528,106.8581375,481.246,2.782,2.71,1573087307045000,211,3
52800,-6.655353,106.858139,481.204,2.848,2.78,1573087307100000,211,3
52855,-6.6553533,106.8581403,481.239,2.787,2.85,1573087307155000,211,3
52910,-6.6553535,106.8581418,481.256,2.822,2.79,1573087307210000,211,3
52965,-6.6553537,106.858143,481.254,2.714,2.82,1573087307265000,211,3
53020,-6.6553539,106.8581443,481.198,2.713,2.71,1573087307320000,211,3
53075,-6.6553541,106.8581458,481.234,2.784,2.71,1573087307375000,250,3
53130,-6.6553545,106.8581471,481.292,2.787,2.79,1573087307430000,250,3
53185,-6.6553549,106.8581483,481.296,2.69,2.79,1573087307485000,250,3
53240,-6.6553551,106.8581496,481.227,2.674,2.69,1573087307540000,250,3
53295,-6.6553556,106.8581508,481.16,2.628,2.68,1573087307595000,250,3
53350,-6.6553559,106.8581522,481.185,2.679,2.63,1573087307650000,250,3
53405,-6.6553563,106.8581535,481.238,2.714,2.68,1573087307705000,250,3
53460,-6.6553566,106.8581548,481.225,2.717,2.71,1573087307760000,250,3
53515,-6.6553569,106.8581561,481.115,2.621,2.72,1573087307815000,250,3
53570,-6.6553572,106.8581573,481.07,2.594,2.62,1573087307870000,250,3
53625,-6.6553576,106.8581587,481.096,2.629,2.6,1573087307925000,250,3
53680,-6.655358,106.8581599,481.132,2.548,2.63,1573087307980000,250,3
53735,-6.6553583,106.8581612,481.112,2.566,2.55,1573087308035000,250,3
53790,-6.6553587,106.8581626,481.098,2.616,2.57,1573087308090000,250,3
53845,-6.6553589,106.8581636,481.153,2.471,2.62,1573087308145000,250,3
53900,-6.6553592,106.8581649,481.15,2.532,2.47,1573087308200000,250,3
53955,-6.6553595,106.8581662,481.128,2.524,2.53,1573087308255000,250,3
54010,-6.6553598,106.8581675,481.135,2.648,2.52,1573087308310000,250,3
54065,-6.6553601,106.8581688,481.162,2.624,2.65,1573087308365000,250,3
54120,-6.6553604,106.85817,481.145,2.613,2.62,1573087308420000,250,3
54175,-6.6553605,106.8581715,481.078,2.735,2.61,1573087308475000,250,3
54230,-6.6553606,106.8581727,481.033,2.602,2.74,1573087308530000,250,3
54285,-6.6553606,106.8581741,480.996,2.659,2.6,1573087308585000,250,3
54340,-6.6553608,106.8581756,480.956,2.773,2.66,1573087308640000,250,3
54395,-6.6553614,106.8581768,480.911,2.739,2.77,1573087308695000,250,3
54450,-6.6553616,106.8581782,480.886,2.64,2.74,1573087308750000,250,3
54505,-6.6553617,106.8581796,480.889,2.654,2.64,1573087308805000,250,3
54560,-6.6553619,106.8581809,480.856,2.676,2.65,1573087308860000,250,3
54615,-6.6553621,106.8581821,480.818,2.553,2.68,1573087308915000,250,3
54670,-6.6553622,106.8581836,480.837,2.702,2.55,1573087308970000,250,3
54725,-6.6553622,106.8581851,480.797,2.758,2.7,1573087309025000,250,3
54780,-6.6553623,106.8581865,480.8,2.773,2.76,1573087309080000,250,3
54835,-6.6553626,106.8581878,480.858,2.736,2.77,1573087309135000,250,3
54890,-6.6553629,106.8581892,480.898,2.746,2.74,1573087309190000,250,3
54945,-6.655363,106.8581907,480.837,2.721,2.75,1573087309245000,250,3
55000,-6.6553632,106.8581922,480.854,2.702,2.72,1573087309300000,250,3
55055,-6.6553633,106.8581937,480.905,2.778,2.7,1573087309355000,249,3
55116,-6.6553636,106.8581953,480.903,2.837,2.78,1573087309416000,249,3
55178,-6.6553637,106.858197,480.9,2.937,2.84,1573087309478000,249,3
55240,-6.655364,106.8581984,480.878,2.882,2.94,1573087309540000,249,3
55302,-6.6553642,106.8581998,480.939,2.877,2.88,1573087309602000,249,3
55364,-6.6553645,106.8582014,480.904,2.946,2.88,1573087309664000,249,3
55426,-6.6553647,106.858203,480.857,2.956,2.95,1573087309726000,249,3
55488,-6.6553649,106.8582045,480.818,2.928,2.96,1573087309788000,249,3
55550,-6.6553651,106.8582058,480.901,2.809,2.93,1573087309850000,249,3
55611,-6.6553653,106.8582074,480.977,2.879,2.81,1573087309911000,249,3
55673,-6.6553655,106.8582089,480.956,2.92,2.88,1573087309973000,249,3
55735,-6.6553657,106.8582104,480.93,2.922,2.92,1573087310035000,249,3
55797,-6.6553657,106.858212,480.898,2.925,2.92,1573087310097000,249,3
55859,-6.6553659,106.8582135,480.852,2.946,2.93,1573087310159000,249,3
55921,-6.6553661,106.8582149,480.857,2.865,2.95,1573087310221000,249,3
55983,-6.6553663,106.8582193,480.857,2.899,2.87,1573087310283000,249,3
56045,-6.6553664,106.8582208,480.845,2.891,2.9,1573087310345000,242,3
56099,-6.6553665,106.8582221,480.816,2.811,2.89,1573087310399000,242,3
56154,-6.6553667,106.8582235,480.842,2.768,2.81,1573087310454000,242,3
56209,-6.6553668,106.8582248,480.865,2.741,2.77,1573087310509000,242,3
56264,-6.6553668,106.8582263,480.847,2.817,2.74,1573087310564000,242,3
56319,-6.6553669,106.8582277,480.847,2.816,2.82,1573087310619000,242,3
56374,-6.6553671,106.858229,480.843,2.762,2.82,1573087310674000,242,3
56429,-6.6553673,106.8582303,480.851,2.707,2.76,1573087310729000,242,3
56484,-6.6553674,106.8582316,480.87,2.651,2.71,1573087310784000,242,3
56539,-6.6553675,106.8582328,480.929,2.598,2.65,1573087310839000,242,3
56594,-6.6553676,106.8582343,480.934,2.696,2.6,1573087310894000,242,3
56650,-6.6553677,106.8582354,480.88,2.57,2.7,1573087310950000,242,3
56704,-6.6553678,106.8582365,480.888,2.472,2.57,1573087311004000,242,3
56759,-6.6553679,106.8582378,480.859,2.504,2.47,1573087311059000,242,3
56814,-6.6553679,106.858239,480.805,2.419,2.5,1573087311114000,242,3
56870,-6.6553679,106.8582401,480.831,2.353,2.42,1573087311170000,242,3
56924,-6.655368,106.8582413,480.844,2.366,2.35,1573087311224000,242,3
56979,-6.6553681,106.8582422,480.798,2.234,2.37,1573087311279000,242,3
57034,-6.6553681,106.8582432,480.767,2.127,2.24,1573087311334000,242,3
57090,-6.6553682,106.8582442,480.812,2.076,2.13,1573087311390000,242,3
57151,-6.6553683,106.858245,480.795,1.977,2.08,1573087311451000,242,3
57212,-6.6553684,106.858246,480.774,1.967,1.98,1573087311512000,242,3
57274,-6.6553685,106.8582468,480.8,1.859,1.97,1573087311574000,242,3
57335,-6.6553686,106.8582477,480.811,1.864,1.86,1573087311635000,242,3
57397,-6.6553686,106.8582487,480.822,1.888,1.87,1573087311697000,242,3
57458,-6.6553686,106.8582495,480.82,1.8,1.89,1573087311758000,242,3
57520,-6.6553687,106.8582504,480.85,1.737,1.8,1573087311820000,242,3
57581,-6.6553687,106.8582512,480.827,1.687,1.74,1573087311881000,242,3
57643,-6.6553689,106.8582522,480.939,1.864,1.69,1573087311943000,242,3
57704,-6.6553691,106.8582531,481.004,1.815,1.86,1573087312004000,242,3
57766,-6.6553691,106.8582539,480.981,1.703,1.82,1573087312066000,242,3
57827,-6.6553692,106.8582548,481.042,1.67,1.7,1573087312127000,242,3
57889,-6.6553693,106.8582557,480.998,1.66,1.67,1573087312189000,242,3
57950,-6.6553695,106.8582581,481.013,1.572,1.66,1573087312250000,242,3
58012,-6.6553697,106.8582588,481.028,1.499,1.57,1573087312312000,242,3
58073,-6.6553696,106.8582598,481.033,1.619,1.5,1573087312373000,242,3
58135,-6.6553696,106.8582609,480.954,1.736,1.62,1573087312435000,242,3
58193,-6.6553696,106.8582615,480.941,1.607,1.74,1573087312493000,242,3
58251,-6.6553695,106.8582623,481.007,1.538,1.61,1573087312551000,242,3
58310,-6.6553697,106.8582631,480.985,1.594,1.54,1573087312610000,242,3
58368,-6.6553699,106.8582639,480.946,1.562,1.59,1573087312668000,242,3
58427,-6.65537,106.8582647,481,1.602,1.56,1573087312727000,242,3
58485,-6.6553701,106.8582654,481.011,1.475,1.6,1573087312785000,242,3
58544,-6.6553703,106.8582662,481.005,1.488,1.47,1573087312844000,242,3
58602,-6.6553704,106.8582671,480.998,1.506,1.49,1573087312902000,242,3
58660,-6.6553706,106.8582678,480.924,1.47,1.51,1573087312960000,242,3
58719,-6.6553707,106.8582686,481.019,1.499,1.47,1573087313019000,242,3
58777,-6.6553707,106.8582694,480.933,1.483,1.5,1573087313077000,242,3
58836,-6.6553708,106.8582703,481.07,1.518,1.48,1573087313136000,242,3
58894,-6.6553709,106.858271,481.079,1.444,1.52,1573087313194000,242,3
58953,-6.655371,106.8582726,481.082,1.429,1.44,1573087313253000,242,3
59011,-6.6553711,106.8582735,481.166,1.478,1.43,1573087313311000,242,3
59070,-6.6553713,106.8582742,481.198,1.354,1.48,1573087313370000,248,3
59128,-6.6553716,106.858275,481.237,1.272,1.35,1573087313428000,248,3
59186,-6.6553717,106.8582758,481.253,1.232,1.27,1573087313486000,248,3
59244,-6.6553718,106.8582766,481.254,1.388,1.23,1573087313544000,248,3
59302,-6.6553719,106.8582773,481.277,1.344,1.39,1573087313602000,248,3
59361,-6.6553721,106.858278,481.316,1.341,1.34,1573087313661000,248,3
59419,-6.6553723,106.8582788,481.356,1.405,1.34,1573087313719000,248,3
59477,-6.6553725,106.8582795,481.401,1.412,1.41,1573087313777000,248,3
59535,-6.6553725,106.8582804,481.441,1.552,1.41,1573087313835000,248,3
59594,-6.6553725,106.8582811,481.384,1.481,1.55,1573087313894000,248,3
59652,-6.6553727,106.8582819,481.324,1.466,1.48,1573087313952000,248,3
59710,-6.6553726,106.8582827,481.372,1.486,1.47,1573087314010000,248,3
59768,-6.6553726,106.8582835,481.362,1.514,1.49,1573087314068000,248,3
59827,-6.6553727,106.8582844,481.357,1.614,1.51,1573087314127000,248,3
59885,-6.6553727,106.8582853,481.436,1.574,1.61,1573087314185000,248,3
59943,-6.6553729,106.858287,481.457,1.702,1.57,1573087314243000,248,3
60001,-6.6553732,106.8582878,481.507,1.598,1.7,1573087314301000,248,3
60060,-6.6553733,106.8582887,481.668,1.599,1.6,1573087314360000,242,3
60118,-6.6553735,106.8582898,481.719,1.698,1.6,1573087314418000,242,3
60176,-6.6553737,106.8582909,481.631,1.729,1.7,1573087314476000,242,3
60234,-6.6553739,106.858292,481.668,1.783,1.73,1573087314534000,242,3
60292,-6.655374,106.8582929,481.628,1.785,1.78,1573087314592000,242,3
60350,-6.6553741,106.8582939,481.649,1.806,1.79,1573087314650000,242,3
60408,-6.6553743,106.8582951,481.7,1.827,1.81,1573087314708000,242,3
60466,-6.6553747,106.8582961,481.645,1.754,1.83,1573087314766000,242,3
60524,-6.655375,106.8582971,481.536,1.689,1.76,1573087314824000,242,3
60582,-6.6553751,106.858298,481.535,1.712,1.69,1573087314882000,242,3
60640,-6.6553752,106.8582988,481.514,1.755,1.71,1573087314940000,242,3
60698,-6.6553756,106.8582996,481.559,1.777,1.76,1573087314998000,242,3
60756,-6.6553758,106.8583005,481.507,1.88,1.78,1573087315056000,242,3
60814,-6.655376,106.8583015,481.504,1.855,1.88,1573087315114000,242,3
60872,-6.6553761,106.8583024,481.63,1.905,1.86,1573087315172000,242,3
60930,-6.6553762,106.8583043,481.639,1.833,1.91,1573087315230000,242,3
60988,-6.6553764,106.858305,481.642,1.629,1.83,1573087315288000,242,3
61046,-6.6553766,106.8583058,481.631,1.636,1.63,1573087315346000,242,3
61105,-6.6553768,106.8583066,481.623,1.678,1.64,1573087315405000,212,3
61163,-6.6553769,106.8583074,481.636,1.626,1.68,1573087315463000,212,3
61221,-6.6553769,106.8583082,481.599,1.593,1.63,1573087315521000,212,3
61279,-6.6553771,106.8583092,481.657,1.78,1.59,1573087315579000,212,3
61337,-6.6553772,106.8583103,481.691,1.909,1.78,1573087315637000,212,3
61396,-6.6553774,106.858311,481.672,1.571,1.91,1573087315696000,212,3
61454,-6.6553775,106.8583118,481.728,1.625,1.57,1573087315754000,212,3
61512,-6.6553777,106.8583125,481.764,1.481,1.63,1573087315812000,212,3
61570,-6.655378,106.8583131,481.77,1.384,1.48,1573087315870000,212,3
61629,-6.6553779,106.8583138,481.74,1.379,1.39,1573087315929000,212,3
61687,-6.655378,106.8583142,481.72,1.17,1.38,1573087315987000,212,3
61745,-6.6553783,106.8583147,481.744,1.065,1.17,1573087316045000,212,3
61803,-6.6553786,106.8583154,481.88,1.109,1.07,1573087316103000,212,3
61862,-6.6553787,106.8583162,481.977,1.354,1.11,1573087316162000,212,3
61920,-6.655379,106.8583178,482.028,1.716,1.36,1573087316220000,212,3
61978,-6.6553795,106.8583182,482.118,1.493,1.72,1573087316278000,212,3
62036,-6.6553799,106.8583189,482.172,1.52,1.5,1573087316336000,212,3
62095,-6.65538,106.8583197,482.166,1.639,1.52,1573087316395000,203,3
62153,-6.6553801,106.8583205,482.227,1.591,1.64,1573087316453000,203,3
62211,-6.6553802,106.8583214,482.159,1.671,1.59,1573087316511000,203,3
62269,-6.6553801,106.8583223,481.956,1.695,1.67,1573087316569000,203,3
62327,-6.6553803,106.8583229,481.975,1.539,1.69,1573087316627000,203,3
62386,-6.6553804,106.8583237,481.928,1.531,1.54,1573087316686000,203,3
62444,-6.6553805,106.8583246,481.905,1.618,1.53,1573087316744000,203,3
62502,-6.6553804,106.8583255,481.872,1.676,1.62,1573087316802000,203,3
62560,-6.6553802,106.8583264,481.781,1.675,1.68,1573087316860000,203,3
62619,-6.6553804,106.8583273,481.742,1.712,1.68,1573087316919000,203,3
62677,-6.6553806,106.8583279,481.738,1.542,1.72,1573087316977000,203,3
62735,-6.6553807,106.8583287,481.737,1.536,1.55,1573087317035000,203,3
62793,-6.6553807,106.8583297,481.755,1.711,1.54,1573087317093000,203,3
62852,-6.6553808,106.8583307,481.804,1.781,1.71,1573087317152000,203,3
62910,-6.6553809,106.8583323,481.744,1.656,1.78,1573087317210000,203,3
62968,-6.6553808,106.8583334,481.665,1.793,1.66,1573087317268000,203,3
63026,-6.655381,106.8583342,481.691,1.722,1.8,1573087317326000,203,3
63085,-6.6553811,106.8583353,481.658,1.839,1.72,1573087317385000,212,3
63140,-6.6553811,106.8583363,481.651,1.845,1.84,1573087317440000,212,3
63195,-6.6553812,106.8583374,481.643,1.941,1.85,1573087317495000,212,3
63250,-6.6553815,106.8583382,481.684,1.822,1.94,1573087317550000,212,3
63305,-6.6553819,106.858339,481.608,1.791,1.82,1573087317605000,212,3
63360,-6.6553818,106.85834,481.578,1.794,1.79,1573087317660000,212,3
63415,-6.6553817,106.8583413,481.523,1.971,1.8,1573087317715000,212,3
63470,-6.6553818,106.8583421,481.517,1.816,1.97,1573087317770000,212,3
63525,-6.6553819,106.8583433,481.53,2.02,1.82,1573087317825000,212,3
63580,-6.6553819,106.8583444,481.449,2.078,2.02,1573087317880000,212,3
63635,-6.655382,106.8583455,481.406,2.082,2.08,1573087317935000,212,3
63690,-6.6553822,106.8583464,481.477,2.018,2.09,1573087317990000,212,3
63745,-6.6553825,106.8583473,481.556,1.994,2.02,1573087318045000,212,3
63800,-6.6553827,106.8583483,481.621,1.985,1.99,1573087318100000,212,3
63855,-6.655383,106.8583493,481.749,2.016,1.99,1573087318155000,212,3
63910,-6.6553831,106.8583503,481.718,1.961,2.02,1573087318210000,212,3
63965,-6.6553833,106.8583513,481.636,1.906,1.96,1573087318265000,212,3
64020,-6.6553835,106.8583525,481.676,2.102,1.91,1573087318320000,212,3
64075,-6.6553835,106.8583537,481.76,2.184,2.1,1573087318375000,203,3
64129,-6.6553835,106.8583547,481.719,2.096,2.19,1573087318429000,203,3
64184,-6.6553835,106.858356,481.714,2.259,2.1,1573087318484000,203,3
64239,-6.6553837,106.8583572,481.704,2.321,2.26,1573087318539000,203,3
64294,-6.6553837,106.8583584,481.695,2.303,2.32,1573087318594000,203,3
64349,-6.6553838,106.8583594,481.701,2.206,2.3,1573087318649000,203,3
64404,-6.6553839,106.8583605,481.655,2.248,2.21,1573087318704000,203,3
64459,-6.6553839,106.8583619,481.662,2.405,2.25,1573087318759000,203,3
64514,-6.6553839,106.8583632,481.677,2.451,2.41,1573087318814000,203,3
64569,-6.6553839,106.8583644,481.679,2.398,2.45,1573087318869000,203,3
64624,-6.655384,106.8583657,481.661,2.479,2.4,1573087318924000,203,3
64680,-6.6553841,106.8583669,481.655,2.497,2.48,1573087318980000,203,3
64734,-6.6553842,106.8583683,481.664,2.552,2.5,1573087319034000,203,3
64789,-6.6553842,106.8583696,481.676,2.561,2.55,1573087319089000,203,3
64844,-6.6553842,106.8583709,481.695,2.613,2.56,1573087319144000,203,3
64900,-6.6553845,106.8583722,481.691,2.604,2.61,1573087319200000,203,3
64954,-6.6553844,106.8583738,481.707,2.739,2.6,1573087319254000,203,3
65009,-6.6553845,106.8583753,481.722,2.825,2.74,1573087319309000,203,3
65064,-6.6553845,106.8583766,481.721,2.751,2.83,1573087319364000,203,3
65120,-6.6553847,106.8583782,481.716,2.873,2.75,1573087319420000,182,3
65175,-6.6553847,106.8583797,481.723,2.921,2.87,1573087319475000,182,3
65230,-6.6553845,106.8583814,481.721,3.028,2.92,1573087319530000,182,3
65285,-6.6553848,106.8583828,481.741,3.007,3.03,1573087319585000,182,3
65340,-6.6553847,106.8583845,481.749,3.096,3.01,1573087319640000,182,3
65395,-6.6553848,106.8583861,481.721,3.162,3.1,1573087319695000,182,3
65450,-6.6553847,106.8583876,481.729,3.108,3.16,1573087319750000,182,3
65505,-6.6553849,106.8583892,481.75,3.162,3.11,1573087319805000,182,3
65560,-6.6553849,106.8583911,481.768,3.35,3.16,1573087319860000,182,3
65615,-6.6553849,106.8583926,481.778,3.256,3.35,1573087319915000,182,3
65670,-6.6553848,106.8583944,481.743,3.36,3.26,1573087319970000,182,3
65725,-6.6553849,106.858396,481.749,3.295,3.36,1573087320025000,182,3
65780,-6.655385,106.8583977,481.719,3.336,3.3,1573087320080000,182,3
65835,-6.6553853,106.8583994,481.807,3.382,3.34,1573087320135000,182,3
65890,-6.6553853,106.8584011,481.758,3.361,3.38,1573087320190000,182,3
65945,-6.6553853,106.8584028,481.753,3.386,3.36,1573087320245000,182,3
66000,-6.6553854,106.8584045,481.717,3.416,3.39,1573087320300000,182,3
66055,-6.6553855,106.8584063,481.742,3.476,3.42,1573087320355000,182,3
66110,-6.6553856,106.858408,481.744,3.486,3.48,1573087320410000,182,3
66168,-6.6553857,106.8584096,481.72,3.412,3.49,1573087320468000,182,3
66226,-6.6553855,106.8584112,481.71,3.313,3.41,1573087320526000,182,3
66284,-6.6553855,106.8584128,481.711,3.324,3.31,1573087320584000,182,3
66342,-6.6553855,106.8584146,481.708,3.349,3.32,1573087320642000,182,3
66401,-6.6553858,106.8584162,481.688,3.359,3.35,1573087320701000,182,3
66459,-6.6553859,106.858418,481.665,3.426,3.36,1573087320759000,182,3
66517,-6.6553859,106.8584199,481.659,3.503,3.43,1573087320817000,182,3
66575,-6.655386,106.8584216,481.675,3.525,3.5,1573087320875000,182,3
66634,-6.6553863,106.8584234,481.669,3.549,3.53,1573087320934000,182,3
66692,-6.6553862,106.8584252,481.646,3.546,3.55,1573087320992000,182,3
66750,-6.6553864,106.8584268,481.657,3.51,3.55,1573087321050000,182,3
66808,-6.6553861,106.8584288,481.718,3.623,3.51,1573087321108000,182,3
66867,-6.6553864,106.8584306,481.725,3.595,3.62,1573087321167000,182,3
66925,-6.6553866,106.8584342,481.721,3.615,3.6,1573087321225000,182,3
66983,-6.6553869,106.858436,481.702,3.62,3.62,1573087321283000,182,3
67041,-6.655387,106.8584381,481.711,3.755,3.62,1573087321341000,182,3
67100,-6.655387,106.8584401,481.735,3.82,3.76,1573087321400000,190,3
67158,-6.655387,106.858442,481.716,3.787,3.82,1573087321458000,190,3
67216,-6.6553871,106.8584439,481.76,3.846,3.79,1573087321516000,190,3
67274,-6.6553873,106.858446,481.788,3.932,3.85,1573087321574000,190,3
67332,-6.6553874,106.8584483,481.795,4.039,3.93,1573087321632000,190,3
67390,-6.6553879,106.8584498,481.824,3.835,4.04,1573087321690000,190,3
67448,-6.6553878,106.8584519,481.829,3.923,3.84,1573087321748000,190,3
67506,-6.6553878,106.8584539,481.823,3.941,3.92,1573087321806000,190,3
67564,-6.6553879,106.8584558,481.784,3.914,3.94,1573087321864000,190,3
67622,-6.6553879,106.8584579,481.778,3.969,3.91,1573087321922000,190,3
67680,-6.655388,106.85846,481.823,4.084,3.97,1573087321980000,190,3
67738,-6.655388,106.8584621,481.884,4.116,4.08,1573087322038000,190,3
67796,-6.6553881,106.8584641,481.91,4.106,4.12,1573087322096000,190,3
67854,-6.6553881,106.8584665,481.877,4.252,4.11,1573087322154000,190,3
67912,-6.655388,106.8584707,481.958,4.24,4.25,1573087322212000,190,3
67970,-6.6553883,106.8584729,482.1,4.351,4.24,1573087322270000,190,3
68028,-6.6553885,106.858475,482.11,4.35,4.35,1573087322328000,190,3
68086,-6.6553885,106.8584772,482.124,4.382,4.35,1573087322386000,190,3
68145,-6.6553886,106.8584796,482.163,4.546,4.38,1573087322445000,190,3
68200,-6.6553885,106.8584819,482.112,4.519,4.55,1573087322500000,190,3
68255,-6.6553882,106.8584844,482.016,4.64,4.52,1573087322555000,190,3
68310,-6.6553879,106.8584873,481.973,4.975,4.64,1573087322610000,190,3
68365,-6.6553881,106.8584894,481.83,4.749,4.98,1573087322665000,190,3
68420,-6.6553881,106.8584916,481.709,4.731,4.75,1573087322720000,190,3
68475,-6.6553879,106.8584941,481.663,4.82,4.73,1573087322775000,190,3
68530,-6.6553877,106.8584962,481.752,4.701,4.82,1573087322830000,190,3
68585,-6.6553876,106.8584987,481.806,4.82,4.7,1573087322885000,190,3
68640,-6.6553879,106.8585008,482.045,4.734,4.82,1573087322940000,190,3
68695,-6.6553884,106.858503,482.416,4.754,4.74,1573087322995000,190,3
68750,-6.6553887,106.8585051,482.6,4.654,4.76,1573087323050000,190,3
68805,-6.655389,106.8585072,482.914,4.58,4.66,1573087323105000,190,3
68860,-6.655389,106.8585094,483.057,4.608,4.59,1573087323160000,190,3
68915,-6.655389,106.8585118,483.13,4.695,4.62,1573087323215000,190,3
68970,-6.6553889,106.8585142,483.092,4.652,4.71,1573087323270000,190,3
69025,-6.6553888,106.8585168,483.114,4.88,4.67,1573087323325000,190,3
69080,-6.6553885,106.8585194,483.181,4.995,4.89,1573087323380000,182,3
69134,-6.6553881,106.8585221,483.287,5.076,5.01,1573087323434000,182,3
69189,-6.6553879,106.8585246,483.26,5.084,5.09,1573087323489000,182,3
