Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
113520,-6.6552744,106.8598807,488.322,0.24,0.26,1573087367820000,271,3
113575,-6.6552743,106.859881,488.253,0.226,0.24,1573087367875000,271,3
113630,-6.6552741,106.8598816,488.251,0.466,0.23,1573087367930000,271,3
113685,-6.6552739,106.8598823,488.221,0.466,0.47,1573087367985000,271,3
113740,-6.6552738,106.8598826,488.215,0.395,0.47,1573087368040000,271,3
113795,-6.6552738,106.8598828,488.195,0.335,0.4,1573087368095000,271,3
113850,-6.6552738,106.8598829,488.161,0.293,0.34,1573087368150000,271,3
113905,-6.6552737,106.8598833,488.181,0.426,0.3,1573087368205000,271,3
113960,-6.6552737,106.8598837,488.272,0.48,0.43,1573087368260000,271,3
114015,-6.6552737,106.859884,488.191,0.479,0.48,1573087368315000,271,3
114070,-6.6552736,106.8598842,488.148,0.427,0.48,1573087368370000,271,3
114125,-6.6552736,106.8598845,488.202,0.431,0.43,1573087368425000,333,3
114180,-6.6552736,106.8598848,488.239,0.446,0.43,1573087368480000,333,3
114235,-6.6552735,106.8598851,488.234,0.464,0.45,1573087368535000,333,3
114290,-6.6552735,106.8598852,488.216,0.38,0.46,1573087368590000,333,3
114345,-6.6552737,106.8598854,488.288,0.435,0.38,1573087368645000,333,3
114400,-6.6552738,106.8598857,488.33,0.47,0.44,1573087368700000,333,3
114455,-6.6552738,106.8598857,488.381,0.31,0.47,1573087368755000,333,3
114510,-6.6552737,106.859886,488.427,0.36,0.31,1573087368810000,333,3
114565,-6.6552738,106.8598863,488.41,0.394,0.36,1573087368865000,333,3
114620,-6.6552738,106.8598867,488.432,0.432,0.39,1573087368920000,333,3
114675,-6.6552737,106.8598871,488.482,0.436,0.43,1573087368975000,333,3
114730,-6.6552736,106.8598877,488.516,0.545,0.44,1573087369030000,333,3
114785,-6.6552737,106.8598879,488.572,0.467,0.55,1573087369085000,333,3
114840,-6.6552736,106.8598883,488.552,0.551,0.47,1573087369140000,333,3
114895,-6.6552735,106.8598886,488.537,0.5,0.55,1573087369195000,333,3
114950,-6.6552736,106.8598886,488.61,0.343,0.5,1573087369250000,333,3
115005,-6.6552735,106.8598887,488.575,0.247,0.35,1573087369305000,333,3
115060,-6.6552735,106.8598891,488.633,0.345,0.25,1573087369360000,333,3
115115,-6.6552732,106.8598892,488.691,0.298,0.35,1573087369415000,281,3
115169,-6.6552731,106.8598893,488.673,0.257,0.31,1573087369469000,281,3
115224,-6.6552731,106.859889,488.508,0.033,0.27,1573087369524000,281,3
115279,-6.6552731,106.8598891,488.479,0.072,0.05,1573087369579000,281,3
115334,-6.655273,106.8598892,488.588,0.106,0.08,1573087369634000,281,3
115389,-6.6552729,106.8598892,488.563,0.05,0.12,1573087369689000,281,3
115444,-6.6552728,106.8598892,488.569,0.039,0.07,1573087369744000,281,3
115499,-6.6552728,106.8598894,488.532,0.057,0.05,1573087369799000,281,3
115554,-6.6552729,106.8598898,488.575,0.164,0.06,1573087369854000,281,3
115609,-6.6552728,106.8598903,488.565,0.318,0.17,1573087369909000,281,3
115664,-6.6552727,106.8598907,488.572,0.458,0.32,1573087369964000,281,3
115720,-6.6552726,106.8598913,488.605,0.626,0.46,1573087370020000,281,3
115774,-6.6552724,106.8598918,488.607,0.712,0.63,1573087370074000,281,3
115829,-6.6552723,106.859892,488.575,0.601,0.71,1573087370129000,281,3
115884,-6.6552723,106.8598921,488.573,0.51,0.6,1573087370184000,281,3
115940,-6.6552725,106.8598925,488.587,0.596,0.51,1573087370240000,281,3
115994,-6.6552724,106.8598927,488.628,0.422,0.6,1573087370294000,281,3
116049,-6.6552723,106.859893,488.665,0.408,0.42,1573087370349000,281,3
116104,-6.6552722,106.8598931,488.644,0.335,0.41,1573087370404000,281,3
116160,-6.6552723,106.8598932,488.657,0.295,0.34,1573087370460000,332,3
116215,-6.6552722,106.8598933,488.72,0.264,0.3,1573087370515000,332,3
116270,-6.6552722,106.8598936,488.725,0.345,0.26,1573087370570000,332,3
116325,-6.6552722,106.8598937,488.723,0.296,0.34,1573087370625000,332,3
116380,-6.655272,106.8598937,488.683,0.215,0.3,1573087370680000,332,3
116435,-6.6552721,106.8598938,488.697,0.23,0.21,1573087370735000,332,3
116490,-6.6552721,106.8598939,488.713,0.22,0.23,1573087370790000,332,3
116545,-6.6552721,106.859894,488.701,0.206,0.22,1573087370845000,332,3
116600,-6.6552721,106.8598942,488.714,0.248,0.21,1573087370900000,332,3
116655,-6.655272,106.8598943,488.699,0.23,0.25,1573087370955000,332,3
116710,-6.6552719,106.8598945,488.721,0.245,0.23,1573087371010000,332,3
116765,-6.6552717,106.859895,488.748,0.472,0.24,1573087371065000,332,3
116820,-6.6552715,106.8598952,488.684,0.466,0.47,1573087371120000,332,3
116875,-6.6552716,106.8598954,488.69,0.401,0.47,1573087371175000,332,3
116930,-6.6552717,106.8598955,488.711,0.356,0.4,1573087371230000,332,3
116985,-6.6552718,106.8598956,488.704,0.348,0.36,1573087371285000,332,3
117040,-6.6552719,106.8598956,488.714,0.222,0.35,1573087371340000,332,3
117095,-6.6552717,106.8598958,488.713,0.256,0.22,1573087371395000,332,3
117150,-6.6552715,106.8598963,488.592,0.461,0.26,1573087371450000,332,3
117204,-6.6552715,106.8598964,488.696,0.397,0.46,1573087371504000,332,3
117259,-6.6552715,106.8598966,488.708,0.404,0.4,1573087371559000,332,3
117314,-6.6552714,106.8598968,488.683,0.423,0.4,1573087371614000,332,3
117369,-6.6552712,106.8598972,488.675,0.488,0.42,1573087371669000,332,3
117424,-6.6552713,106.8598974,488.749,0.433,0.49,1573087371724000,332,3
117479,-6.6552719,106.8598971,488.938,0.291,0.43,1573087371779000,332,3
117534,-6.655272,106.8598973,488.982,0.295,0.3,1573087371834000,332,3
117589,-6.6552719,106.8598975,489.022,0.171,0.31,1573087371889000,332,3
117644,-6.655272,106.8598974,489.069,0.121,0.2,1573087371944000,332,3
117699,-6.6552722,106.8598975,489.074,0.173,0.16,1573087371999000,332,3
117755,-6.6552723,106.8598977,489.064,0.231,0.2,1573087372055000,332,3
117809,-6.6552722,106.8598978,489.076,0.176,0.25,1573087372109000,332,3
117864,-6.655272,106.8598981,489.052,0.187,0.2,1573087372164000,332,3
117919,-6.6552721,106.8598985,488.956,0.265,0.21,1573087372219000,332,3
117975,-6.6552721,106.8598989,488.947,0.387,0.28,1573087372275000,332,3
118029,-6.6552722,106.859899,488.973,0.324,0.39,1573087372329000,332,3
118084,-6.655272,106.8598991,488.912,0.276,0.33,1573087372384000,332,3
118139,-6.655272,106.8598993,488.984,0.322,0.28,1573087372439000,332,3
118195,-6.6552716,106.8599001,489.063,0.65,0.33,1573087372495000,332,3
118250,-6.6552716,106.8599005,489.08,0.603,0.66,1573087372550000,332,3
118305,-6.6552718,106.8599005,489.166,0.47,0.61,1573087372605000,332,3
118360,-6.6552717,106.8599007,489.172,0.469,0.48,1573087372660000,332,3
118415,-6.6552716,106.8599008,489.184,0.446,0.48,1573087372715000,332,3
118470,-6.6552714,106.8599011,489.144,0.467,0.46,1573087372770000,332,3
118525,-6.6552711,106.8599016,489.094,0.585,0.48,1573087372825000,332,3
118580,-6.6552713,106.8599015,489.133,0.46,0.59,1573087372880000,332,3
118635,-6.6552715,106.8599014,489.226,0.367,0.46,1573087372935000,332,3
118690,-6.655271,106.859902,489.289,0.505,0.38,1573087372990000,332,3
118745,-6.6552711,106.8599025,489.262,0.668,0.51,1573087373045000,332,3
118800,-6.6552712,106.8599025,489.244,0.544,0.67,1573087373100000,332,3
118855,-6.6552713,106.8599025,489.3,0.42,0.55,1573087373155000,332,3
118910,-6.655271,106.8599032,489.333,0.613,0.43,1573087373210000,332,3
118965,-6.6552709,106.8599036,489.322,0.66,0.62,1573087373265000,332,3
119020,-6.6552711,106.8599038,489.361,0.613,0.66,1573087373320000,332,3
119075,-6.655271,106.8599041,489.433,0.594,0.62,1573087373375000,332,3
119130,-6.6552707,106.8599046,489.405,0.665,0.6,1573087373430000,329,3
119185,-6.6552705,106.8599051,489.404,0.727,0.67,1573087373485000,329,3
119240,-6.6552704,106.8599055,489.447,0.804,0.73,1573087373540000,329,3
119295,-6.6552703,106.859906,489.441,0.826,0.81,1573087373595000,329,3
119350,-6.6552705,106.8599061,489.436,0.656,0.83,1573087373650000,329,3
119405,-6.6552703,106.8599065,489.404,0.68,0.66,1573087373705000,329,3
119460,-6.6552704,106.859907,489.42,0.755,0.68,1573087373760000,329,3
119515,-6.6552702,106.8599075,489.412,0.845,0.76,1573087373815000,329,3
119570,-6.65527,106.8599079,489.461,0.82,0.85,1573087373870000,329,3
119625,-6.65527,106.8599081,489.48,0.661,0.82,1573087373925000,329,3
119680,-6.65527,106.8599084,489.402,0.679,0.67,1573087373980000,329,3
119735,-6.6552698,106.8599089,489.412,0.713,0.68,1573087374035000,329,3
119790,-6.6552697,106.8599092,489.404,0.674,0.72,1573087374090000,329,3
119845,-6.6552698,106.8599094,489.398,0.569,0.68,1573087374145000,329,3
119900,-6.6552699,106.8599095,489.363,0.496,0.57,1573087374200000,329,3
119955,-6.6552697,106.8599098,489.328,0.508,0.5,1573087374255000,329,3
120010,-6.6552696,106.8599102,489.307,0.54,0.51,1573087374310000,329,3
120065,-6.6552694,106.8599105,489.291,0.587,0.54,1573087374365000,329,3
120120,-6.6552695,106.8599109,489.379,0.651,0.59,1573087374420000,332,3
120181,-6.6552695,106.8599111,489.341,0.613,0.65,1573087374481000,332,3
120242,-6.6552693,106.8599116,489.286,0.687,0.61,1573087374542000,332,3
120304,-6.6552692,106.8599118,489.275,0.607,0.69,1573087374604000,332,3
120365,-6.6552691,106.8599123,489.236,0.682,0.61,1573087374665000,332,3
120427,-6.6552691,106.8599126,489.222,0.687,0.68,1573087374727000,332,3
120488,-6.655269,106.8599129,489.218,0.641,0.69,1573087374788000,332,3
120550,-6.655269,106.8599132,489.237,0.642,0.64,1573087374850000,332,3
120611,-6.655269,106.8599137,489.232,0.507,0.64,1573087374911000,332,3
120673,-6.6552688,106.8599141,489.218,0.534,0.51,1573087374973000,332,3
120734,-6.6552687,106.8599145,489.206,0.603,0.53,1573087375034000,332,3
120796,-6.6552688,106.8599147,489.307,0.572,0.6,1573087375096000,332,3
120857,-6.655269,106.859915,489.35,0.543,0.57,1573087375157000,332,3
120919,-6.655269,106.8599157,489.402,0.66,0.55,1573087375219000,332,3
120980,-6.6552689,106.8599162,489.377,0.747,0.66,1573087375280000,332,3
121042,-6.6552689,106.8599165,489.353,0.641,0.75,1573087375342000,332,3
121103,-6.6552688,106.8599168,489.357,0.646,0.64,1573087375403000,332,3
121165,-6.6552687,106.8599172,489.372,0.622,0.65,1573087375465000,332,3
121220,-6.6552691,106.8599175,489.403,0.696,0.63,1573087375520000,332,3
121275,-6.6552694,106.859918,489.421,0.83,0.7,1573087375575000,332,3
121330,-6.6552696,106.8599182,489.475,0.72,0.83,1573087375630000,332,3
121385,-6.6552696,106.8599184,489.462,0.595,0.72,1573087375685000,332,3
121440,-6.65527,106.8599182,489.445,0.441,0.6,1573087375740000,332,3
121495,-6.6552699,106.8599189,489.472,0.64,0.45,1573087375795000,332,3
121550,-6.6552698,106.8599194,489.566,0.693,0.64,1573087375850000,332,3
121605,-6.6552694,106.8599202,489.516,0.838,0.7,1573087375905000,332,3
121660,-6.6552694,106.8599203,489.541,0.684,0.84,1573087375960000,332,3
121715,-6.6552696,106.8599206,489.582,0.671,0.69,1573087376015000,332,3
121770,-6.6552694,106.8599209,489.563,0.65,0.68,1573087376070000,332,3
121825,-6.6552696,106.859921,489.486,0.451,0.66,1573087376125000,332,3
121880,-6.6552695,106.8599214,489.58,0.585,0.46,1573087376180000,332,3
121935,-6.6552696,106.8599215,489.665,0.475,0.59,1573087376235000,332,3
121990,-6.6552695,106.8599218,489.612,0.479,0.49,1573087376290000,332,3
122045,-6.6552693,106.8599224,489.577,0.674,0.49,1573087376345000,332,3
122100,-6.6552694,106.8599226,489.604,0.603,0.68,1573087376400000,332,3
122155,-6.6552694,106.8599228,489.587,0.516,0.61,1573087376455000,332,3
122210,-6.6552696,106.859923,489.696,0.481,0.52,1573087376510000,332,3
122265,-6.6552694,106.8599233,489.687,0.435,0.5,1573087376565000,332,3
122320,-6.6552692,106.8599237,489.659,0.506,0.45,1573087376620000,332,3
122375,-6.6552693,106.859924,489.64,0.505,0.52,1573087376675000,332,3
122430,-6.6552693,106.8599243,489.613,0.462,0.51,1573087376730000,332,3
122485,-6.6552692,106.8599245,489.596,0.429,0.47,1573087376785000,332,3
122540,-6.6552689,106.859925,489.516,0.548,0.44,1573087376840000,332,3
122595,-6.6552688,106.8599253,489.506,0.577,0.55,1573087376895000,332,3
122650,-6.6552685,106.8599255,489.487,0.503,0.58,1573087376950000,332,3
122705,-6.6552685,106.8599255,489.513,0.352,0.51,1573087377005000,332,3
122760,-6.6552688,106.8599257,489.486,0.323,0.36,1573087377060000,332,3
122815,-6.6552689,106.8599256,489.56,0.197,0.33,1573087377115000,332,3
122870,-6.6552687,106.859926,489.534,0.289,0.21,1573087377170000,332,3
122925,-6.6552686,106.8599261,489.543,0.276,0.29,1573087377225000,332,3
122980,-6.6552683,106.8599263,489.484,0.337,0.28,1573087377280000,332,3
123035,-6.6552679,106.8599263,489.423,0.444,0.34,1573087377335000,332,3
123090,-6.6552681,106.8599267,489.428,0.339,0.44,1573087377390000,332,3
123145,-6.6552681,106.8599266,489.397,0.209,0.34,1573087377445000,332,3
123211,-6.6552679,106.8599271,489.408,0.391,0.21,1573087377511000,332,3
123277,-6.655268,106.8599272,489.418,0.355,0.39,1573087377577000,332,3
123343,-6.6552679,106.8599272,489.44,0.238,0.36,1573087377643000,332,3
123409,-6.6552677,106.8599276,489.44,0.36,0.24,1573087377709000,332,3
123475,-6.6552678,106.8599276,489.415,0.241,0.36,1573087377775000,332,3
123541,-6.6552675,106.8599282,489.332,0.345,0.28,1573087377841000,332,3
123607,-6.6552677,106.8599281,489.331,0.202,0.35,1573087377907000,332,3
123673,-6.6552677,106.8599282,489.366,0.157,0.2,1573087377973000,332,3
123739,-6.6552675,106.8599284,489.452,0.21,0.16,1573087378039000,332,3
123805,-6.6552675,106.8599286,489.424,0.245,0.22,1573087378105000,332,3
123871,-6.6552674,106.8599287,489.325,0.184,0.25,1573087378171000,332,3
123937,-6.6552674,106.859929,489.298,0.208,0.19,1573087378237000,332,3
124003,-6.6552674,106.8599293,489.303,0.276,0.21,1573087378303000,332,3
124069,-6.6552675,106.8599295,489.352,0.346,0.28,1573087378369000,332,3
124135,-6.6552676,106.8599295,489.353,0.281,0.35,1573087378435000,332,3
124193,-6.6552674,106.8599296,489.348,0.245,0.28,1573087378493000,332,3
124251,-6.6552672,106.8599298,489.359,0.262,0.25,1573087378551000,332,3
124309,-6.655267,106.8599302,489.304,0.369,0.26,1573087378609000,332,3
124367,-6.655267,106.8599302,489.305,0.332,0.37,1573087378667000,332,3
124425,-6.655267,106.8599305,489.307,0.376,0.33,1573087378725000,332,3
124483,-6.6552668,106.8599307,489.325,0.396,0.38,1573087378783000,332,3
124541,-6.6552667,106.8599307,489.375,0.369,0.4,1573087378841000,332,3
124599,-6.6552667,106.8599307,489.419,0.372,0.37,1573087378899000,332,3
124657,-6.6552666,106.8599308,489.389,0.409,0.37,1573087378957000,332,3
124715,-6.6552666,106.8599309,489.307,0.334,0.41,1573087379015000,332,3
124773,-6.6552662,106.8599314,489.25,0.533,0.33,1573087379073000,332,3
124831,-6.6552661,106.8599316,489.154,0.516,0.53,1573087379131000,332,3
124889,-6.655266,106.8599317,489.129,0.491,0.52,1573087379189000,332,3
124947,-6.6552658,106.859932,488.948,0.428,0.49,1573087379247000,332,3
125005,-6.6552656,106.8599321,488.864,0.405,0.43,1573087379305000,332,3
125063,-6.6552653,106.8599324,488.829,0.529,0.41,1573087379363000,332,3
125121,-6.655265,106.8599327,488.604,0.533,0.53,1573087379421000,332,3
125180,-6.6552649,106.8599329,488.466,0.551,0.53,1573087379480000,332,3
125238,-6.655265,106.8599331,488.441,0.525,0.55,1573087379538000,332,3
125296,-6.6552648,106.8599334,488.318,0.553,0.52,1573087379596000,332,3
125355,-6.6552645,106.8599338,488.259,0.659,0.55,1573087379655000,332,3
125413,-6.6552642,106.8599343,488.214,0.75,0.66,1573087379713000,332,3
125472,-6.6552641,106.8599346,488.207,0.731,0.75,1573087379772000,332,3
125530,-6.6552643,106.8599345,488.265,0.52,0.73,1573087379830000,332,3
125589,-6.6552644,106.8599346,488.163,0.406,0.52,1573087379889000,332,3
125647,-6.6552641,106.859935,488.052,0.513,0.41,1573087379947000,332,3
125705,-6.6552642,106.8599352,488.107,0.532,0.51,1573087380005000,332,3
125764,-6.6552643,106.8599353,488.139,0.468,0.53,1573087380064000,332,3
125822,-6.6552642,106.8599357,488.051,0.542,0.47,1573087380122000,332,3
125881,-6.655264,106.8599361,488.052,0.606,0.54,1573087380181000,332,3
125939,-6.6552641,106.8599364,488.011,0.504,0.61,1573087380239000,332,3
125998,-6.6552643,106.8599362,487.957,0.364,0.51,1573087380298000,332,3
126056,-6.6552643,106.8599365,487.977,0.427,0.37,1573087380356000,332,3
126115,-6.6552642,106.8599369,487.999,0.516,0.43,1573087380415000,329,3
126173,-6.6552642,106.859937,487.96,0.435,0.52,1573087380473000,329,3
126231,-6.6552643,106.8599372,487.977,0.447,0.44,1573087380531000,329,3
126289,-6.6552643,106.8599376,487.91,0.624,0.45,1573087380589000,329,3
126347,-6.6552644,106.859938,488.006,0.653,0.63,1573087380647000,329,3
126405,-6.6552644,106.859938,488.05,0.527,0.66,1573087380705000,329,3
126463,-6.6552644,106.8599381,488.109,0.441,0.53,1573087380763000,329,3
126521,-6.6552643,106.8599385,488.112,0.566,0.44,1573087380821000,329,3
126579,-6.6552642,106.8599392,488.068,0.778,0.57,1573087380879000,329,3
126637,-6.6552641,106.8599395,488.074,0.747,0.78,1573087380937000,329,3
126695,-6.6552641,106.8599398,488.039,0.75,0.75,1573087380995000,329,3
126753,-6.6552642,106.8599401,488.098,0.708,0.75,1573087381053000,329,3
126811,-6.6552642,106.8599404,488.091,0.674,0.71,1573087381111000,329,3
126869,-6.6552642,106.8599407,488.209,0.696,0.68,1573087381169000,329,3
126927,-6.655264,106.8599415,488.308,0.747,0.7,1573087381227000,329,3
126985,-6.655264,106.8599417,488.45,0.572,0.75,1573087381285000,329,3
127043,-6.655264,106.859942,488.634,0.586,0.57,1573087381343000,329,3
127101,-6.6552639,106.8599425,488.715,0.708,0.59,1573087381401000,329,3
127160,-6.6552637,106.8599429,488.727,0.624,0.71,1573087381460000,329,3
127218,-6.6552637,106.8599432,488.768,0.55,0.62,1573087381518000,329,3
127276,-6.6552637,106.8599436,488.856,0.582,0.55,1573087381576000,329,3
127334,-6.6552637,106.8599438,488.955,0.52,0.58,1573087381634000,329,3
127392,-6.6552636,106.859944,489.035,0.463,0.52,1573087381692000,329,3
127450,-6.6552638,106.8599441,489.062,0.433,0.46,1573087381750000,329,3
127508,-6.6552636,106.8599445,489.036,0.386,0.43,1573087381808000,329,3
127566,-6.6552636,106.8599448,489.079,0.381,0.39,1573087381866000,329,3
127624,-6.6552633,106.8599452,489.024,0.454,0.38,1573087381924000,329,3
127682,-6.6552632,106.8599455,488.975,0.504,0.45,1573087381982000,329,3
127740,-6.6552631,106.8599458,488.972,0.485,0.5,1573087382040000,329,3
127798,-6.6552631,106.859946,489.014,0.456,0.49,1573087382098000,329,3
127856,-6.6552629,106.8599462,489.031,0.404,0.46,1573087382156000,329,3
127914,-6.6552629,106.8599466,489.059,0.404,0.4,1573087382214000,329,3
127972,-6.6552629,106.8599466,489.09,0.26,0.4,1573087382272000,329,3
128030,-6.6552628,106.8599468,489.064,0.253,0.26,1573087382330000,329,3
128088,-6.6552628,106.8599471,489.054,0.319,0.25,1573087382388000,329,3
128146,-6.6552626,106.8599473,489.103,0.36,0.32,1573087382446000,329,3
128205,-6.6552623,106.8599476,489.076,0.404,0.36,1573087382505000,332,3
128263,-6.6552622,106.8599476,489.077,0.308,0.4,1573087382563000,332,3
128321,-6.6552621,106.8599477,489.098,0.384,0.31,1573087382621000,332,3
128380,-6.6552621,106.8599477,489.228,0.436,0.38,1573087382680000,332,3
128438,-6.6552621,106.8599475,489.28,0.298,0.44,1573087382738000,332,3
128497,-6.6552622,106.8599475,489.3,0.284,0.3,1573087382797000,332,3
128555,-6.6552621,106.8599476,489.286,0.293,0.28,1573087382855000,332,3
128614,-6.6552621,106.8599477,489.305,0.219,0.29,1573087382914000,332,3
128672,-6.655262,106.8599478,489.316,0.177,0.22,1573087382972000,332,3
128730,-6.6552618,106.8599481,489.323,0.288,0.18,1573087383030000,332,3
128789,-6.6552616,106.8599484,489.315,0.479,0.29,1573087383089000,332,3
128847,-6.6552615,106.8599484,489.406,0.337,0.48,1573087383147000,332,3
128906,-6.6552613,106.8599489,489.417,0.379,0.34,1573087383206000,332,3
128964,-6.6552611,106.8599493,489.355,0.428,0.38,1573087383264000,332,3
129023,-6.655261,106.8599496,489.352,0.48,0.43,1573087383323000,332,3
129081,-6.655261,106.8599498,489.409,0.478,0.48,1573087383381000,332,3
129140,-6.6552611,106.85995,489.52,0.493,0.48,1573087383440000,332,3
129201,-6.655261,106.8599503,489.49,0.508,0.49,1573087383501000,332,3
129263,-6.6552609,106.8599505,489.403,0.457,0.51,1573087383563000,332,3
129325,-6.6552607,106.8599509,489.335,0.533,0.46,1573087383625000,332,3
129387,-6.6552607,106.8599512,489.399,0.572,0.53,1573087383687000,332,3
129449,-6.6552607,106.8599515,489.405,0.58,0.57,1573087383749000,332,3
129511,-6.6552607,106.8599519,489.426,0.632,0.58,1573087383811000,332,3
129573,-6.6552606,106.8599522,489.375,0.6,0.63,1573087383873000,332,3
129635,-6.6552604,106.8599527,489.349,0.626,0.6,1573087383935000,332,3
129696,-6.6552602,106.8599532,489.34,0.674,0.63,1573087383996000,332,3
129758,-6.6552601,106.8599535,489.378,0.64,0.67,1573087384058000,332,3
129820,-6.6552599,106.8599542,489.396,0.738,0.64,1573087384120000,332,3
129882,-6.6552597,106.8599547,489.35,0.69,0.74,1573087384182000,332,3
129944,-6.6552595,106.859956,489.334,0.777,0.69,1573087384244000,332,3
130006,-6.6552591,106.8599569,489.339,0.832,0.78,1573087384306000,332,3
130068,-6.6552591,106.8599574,489.399,0.805,0.83,1573087384368000,332,3
130130,-6.6552589,106.8599576,489.34,0.625,0.81,1573087384430000,329,3
130188,-6.6552585,106.8599583,489.305,0.699,0.62,1573087384488000,329,3
130246,-6.6552584,106.8599584,489.357,0.599,0.7,1573087384546000,329,3
130304,-6.6552584,106.8599587,489.316,0.537,0.6,1573087384604000,329,3
130362,-6.6552583,106.8599588,489.328,0.471,0.54,1573087384662000,329,3
130421,-6.6552581,106.8599592,489.26,0.513,0.47,1573087384721000,329,3
130479,-6.6552576,106.8599599,488.984,0.676,0.51,1573087384779000,329,3
130537,-6.6552578,106.8599601,489.113,0.606,0.68,1573087384837000,329,3
130595,-6.6552579,106.8599603,489.339,0.506,0.61,1573087384895000,329,3
130654,-6.6552578,106.8599609,489.153,0.709,0.51,1573087384954000,329,3
130712,-6.6552575,106.8599612,489.089,0.613,0.71,1573087385012000,329,3
130770,-6.6552573,106.8599615,489.004,0.575,0.61,1573087385070000,329,3
130828,-6.6552574,106.8599618,489.078,0.584,0.57,1573087385128000,329,3
130887,-6.6552571,106.8599621,489.195,0.52,0.58,1573087385187000,329,3
130945,-6.655257,106.8599624,489.451,0.611,0.52,1573087385245000,329,3
131003,-6.6552568,106.8599628,489.459,0.608,0.63,1573087385303000,329,3
131061,-6.6552567,106.8599631,489.504,0.632,0.63,1573087385361000,329,3
131120,-6.6552567,106.8599633,489.534,0.615,0.65,1573087385420000,216,3
131178,-6.6552566,106.8599636,489.54,0.546,0.64,1573087385478000,216,3
131236,-6.6552567,106.859964,489.591,0.671,0.57,1573087385536000,216,3
131294,-6.6552567,106.8599642,489.629,0.563,0.69,1573087385594000,216,3
131352,-6.6552565,106.8599646,489.648,0.592,0.59,1573087385652000,216,3
131410,-6.6552564,106.8599649,489.671,0.635,0.61,1573087385710000,216,3
131468,-6.6552563,106.8599652,489.65,0.605,0.66,1573087385768000,216,3
131526,-6.6552561,106.8599657,489.625,0.731,0.63,1573087385826000,216,3
131584,-6.6552558,106.8599661,489.571,0.747,0.75,1573087385884000,216,3
131642,-6.6552556,106.8599663,489.454,0.604,0.76,1573087385942000,216,3
131700,-6.6552555,106.8599665,489.356,0.521,0.63,1573087386000000,216,3
131758,-6.6552554,106.8599669,489.329,0.599,0.54,1573087386058000,216,3
131816,-6.6552553,106.8599672,489.297,0.602,0.62,1573087386116000,216,3
131874,-6.6552551,106.8599678,489.392,0.418,0.62,1573087386174000,216,3
131932,-6.6552549,106.8599681,489.526,0.409,0.44,1573087386232000,216,3
131990,-6.6552548,106.8599684,489.567,0.462,0.44,1573087386290000,216,3
132048,-6.655255,106.8599686,489.697,0.449,0.49,1573087386348000,216,3
132106,-6.6552549,106.8599692,489.619,0.562,0.49,1573087386406000,216,3
132165,-6.6552547,106.8599694,489.536,0.401,0.58,1573087386465000,180,3
132223,-6.6552544,106.8599699,489.416,0.433,0.42,1573087386523000,180,3
132281,-6.6552542,106.8599705,489.304,0.505,0.44,1573087386581000,180,3
132339,-6.6552542,106.8599708,489.313,0.552,0.51,1573087386639000,180,3
132397,-6.6552542,106.859971,489.297,0.573,0.55,1573087386697000,180,3
132456,-6.6552543,106.8599714,489.372,0.596,0.57,1573087386756000,180,3
132514,-6.6552544,106.8599716,489.39,0.578,0.6,1573087386814000,180,3
132572,-6.6552544,106.8599716,489.387,0.378,0.58,1573087386872000,180,3
132630,-6.6552544,106.8599718,489.383,0.369,0.38,1573087386930000,180,3
132689,-6.6552544,106.859972,489.426,0.374,0.37,1573087386989000,180,3
132747,-6.6552544,106.8599722,489.447,0.466,0.38,1573087387047000,180,3
132805,-6.6552543,106.8599723,489.475,0.344,0.47,1573087387105000,180,3
132863,-6.6552539,106.8599723,489.418,0.278,0.35,1573087387163000,180,3
132922,-6.6552539,106.8599727,489.429,0.334,0.28,1573087387222000,180,3
132980,-6.6552537,106.859973,489.434,0.329,0.33,1573087387280000,180,3
133038,-6.6552535,106.8599732,489.468,0.338,0.33,1573087387338000,180,3
133096,-6.6552533,106.8599734,489.463,0.33,0.34,1573087387396000,180,3
133155,-6.6552529,106.8599737,489.477,0.297,0.33,1573087387455000,182,3
133213,-6.6552526,106.859974,489.5,0.324,0.3,1573087387513000,182,3
133271,-6.6552525,106.8599745,489.542,0.405,0.32,1573087387571000,182,3
133329,-6.6552525,106.8599747,489.646,0.498,0.41,1573087387629000,182,3
133387,-6.6552525,106.8599748,489.628,0.312,0.5,1573087387687000,182,3
133446,-6.6552525,106.859975,489.539,0.301,0.32,1573087387746000,182,3
133504,-6.6552522,106.8599752,489.466,0.254,0.3,1573087387804000,182,3
133562,-6.6552519,106.8599758,489.531,0.468,0.25,1573087387862000,182,3
133620,-6.6552519,106.8599759,489.602,0.283,0.47,1573087387920000,182,3
133679,-6.6552517,106.8599759,489.531,0.143,0.29,1573087387979000,182,3
133737,-6.6552515,106.859976,489.565,0.1,0.15,1573087388037000,182,3
133795,-6.6552514,106.8599761,489.583,0.068,0.11,1573087388095000,182,3
133853,-6.6552513,106.8599763,489.691,0.181,0.08,1573087388153000,182,3
133912,-6.6552512,106.8599765,489.666,0.106,0.19,1573087388212000,182,3
133970,-6.6552511,106.8599766,489.761,0.131,0.12,1573087388270000,182,3
134028,-6.6552509,106.8599767,489.8,0.032,0.15,1573087388328000,182,3
134086,-6.6552507,106.8599768,489.782,0.084,0.07,1573087388386000,182,3
